PRV51171,59
PRV51173,22
PRV51175,41
PRV51176,442
PRV51178,65
PRV51179,26
PRV51180,129
PRV51181,10
PRV51183,113
PRV51185,8
PRV51186,2
PRV51189,56
PRV51190,66
PRV51191,32
PRV51194,9
PRV51196,716
PRV51198,6
PRV51200,19
PRV51201,45
PRV51202,12
PRV51203,21
PRV51204,499
PRV51205,10
PRV51206,10
PRV51207,3
PRV51209,42
PRV51210,9
PRV51211,2
PRV51212,15
PRV51213,2
PRV51214,8
PRV51215,10
PRV51216,71
PRV51217,5
PRV51218,7
PRV51219,8
PRV51221,1
PRV51222,5
PRV51224,7
PRV51225,8
PRV51226,20
PRV51228,5
PRV51229,47
PRV51230,30
PRV51231,2
PRV51232,1
PRV51233,3
PRV51234,5
PRV51235,2
PRV51236,1
PRV51237,1
PRV51238,8
PRV51239,1
PRV51240,60
PRV51241,59
PRV51242,111
PRV51243,36
PRV51244,1413
PRV51245,172
PRV51247,34
PRV51248,2
PRV51249,126
PRV51250,85
PRV51251,11
PRV51252,87
PRV51253,83
PRV51255,74
PRV51256,95
PRV51258,14
PRV51259,21
PRV51260,62
PRV51261,142
PRV51262,60
PRV51263,44
PRV51264,39
PRV51265,160
PRV51266,92
PRV51267,14
PRV51271,123
PRV51272,79
PRV51273,551
PRV51274,58
PRV51276,67
PRV51277,59
PRV51279,224
PRV51280,39
PRV51281,259
PRV51282,59
PRV51284,377
PRV51285,168
PRV51286,69
PRV51287,78
PRV51288,8
PRV51289,92
PRV51290,112
PRV51292,22
PRV51293,87
PRV51295,7
PRV51296,30
PRV51297,70
PRV51298,100
PRV51299,37
PRV51300,52
PRV51301,111
PRV51302,43
PRV51303,92
PRV51304,50
PRV51305,49
PRV51306,17
PRV51307,37
PRV51308,35
PRV51309,18
PRV51311,20
PRV51312,46
PRV51313,19
PRV51314,30
PRV51315,47
PRV51316,3
PRV51318,3
PRV51322,12
PRV51323,75
PRV51324,28
PRV51325,15
PRV51326,44
PRV51327,41
PRV51328,7
PRV51329,74
PRV51330,19
PRV51331,5
PRV51334,2
PRV51335,141
PRV51336,69
PRV51337,167
PRV51338,128
PRV51340,151
PRV51341,71
PRV51342,207
PRV51344,33
PRV51345,49
PRV51346,266
PRV51347,2065
PRV51348,54
PRV51349,30
PRV51350,237
PRV51351,31
PRV51352,4
PRV51353,18
PRV51354,4
PRV51355,74
PRV51356,95
PRV51357,161
PRV51358,17
PRV51360,29
PRV51361,32
PRV51362,43
PRV51363,3
PRV51364,23
PRV51366,56
PRV51368,4
PRV51369,2081
PRV51371,45
PRV51376,51
PRV51377,95
PRV51378,161
PRV51379,22
PRV51380,8
PRV51382,15
PRV51383,77
PRV51386,382
PRV51387,59
PRV51388,86
PRV51389,79
PRV51390,275
PRV51391,177
PRV51392,17
PRV51393,907
PRV51394,4
PRV51395,20
PRV51396,44
PRV51397,40
PRV51398,85
PRV51399,208
PRV51401,42
PRV51403,114
PRV51404,59
PRV51405,48
PRV51406,29
PRV51408,14
PRV51409,4
PRV51410,627
PRV51412,5
PRV51414,28
PRV51415,51
PRV51416,81
PRV51418,61
PRV51419,65
PRV51421,138
PRV51422,25
PRV51423,1
PRV51424,86
PRV51425,33
PRV51426,206
PRV51427,58
PRV51428,65
PRV51429,10
PRV51430,112
PRV51431,48
PRV51432,23
PRV51433,1605
PRV51434,100
PRV51435,23
PRV51436,119
PRV51437,2
PRV51438,9
PRV51439,42
PRV51440,70
PRV51441,85
PRV51442,6
PRV51443,72
PRV51444,42
PRV51446,24
PRV51447,89
PRV51448,51
PRV51449,17
PRV51451,6
PRV51453,12
PRV51454,34
PRV51455,34
PRV51456,135
PRV51458,55
PRV51459,8207
PRV51460,450
PRV51462,30
PRV51464,145
PRV51465,7
PRV51466,73
PRV51467,25
PRV51468,159
PRV51469,28
PRV51470,27
PRV51471,180
PRV51472,15
PRV51474,71
PRV51475,43
PRV51476,18
PRV51477,22
PRV51478,17
PRV51479,228
PRV51480,1919
PRV51482,91
PRV51483,75
PRV51484,85
PRV51486,213
PRV51487,13
PRV51488,272
PRV51490,63
PRV51491,71
PRV51492,80
PRV51494,38
PRV51495,141
PRV51496,123
PRV51497,15
PRV51499,472
PRV51500,8
PRV51501,232
PRV51502,31
PRV51503,57
PRV51504,128
PRV51505,15
PRV51507,1013
PRV51508,202
PRV51509,1027
PRV51510,56
PRV51511,16
PRV51514,92
PRV51515,48
PRV51516,40
PRV51517,11
PRV51518,53
PRV51521,46
PRV51522,190
PRV51523,64
PRV51525,61
PRV51526,20
PRV51527,41
PRV51528,16
PRV51529,23
PRV51531,34
PRV51532,32
PRV51533,36
PRV51534,1
PRV51535,387
PRV51536,16
PRV51539,535
PRV51540,55
PRV51541,50
PRV51542,113
PRV51544,233
PRV51546,36
PRV51547,13
PRV51549,21
PRV51550,60
PRV51551,27
PRV51552,62
PRV51553,21
PRV51554,6
PRV51555,15
PRV51556,56
PRV51557,10
PRV51558,26
PRV51560,235
PRV51562,24
PRV51563,19
PRV51564,24
PRV51566,26
PRV51567,1628
PRV51568,58
PRV51569,5
PRV51570,1
PRV51571,22
PRV51572,4
PRV51573,92
PRV51574,4434
PRV51576,65
PRV51577,1
PRV51578,1497
PRV51579,72
PRV51580,3
PRV51582,4
PRV51583,47
PRV51584,82
PRV51585,6
PRV51586,8
PRV51587,5
PRV51588,10
PRV51590,84
PRV51592,3
PRV51593,54
PRV51595,24
PRV51596,49
PRV51598,419
PRV51599,5
PRV51600,109
PRV51601,14
PRV51602,39
PRV51604,327
PRV51605,72
PRV51606,46
PRV51607,15
PRV51608,36
PRV51609,75
PRV51610,6
PRV51611,8
PRV51612,13
PRV51613,21
PRV51614,268
PRV51616,26
PRV51617,22
PRV51618,1
PRV51619,19
PRV51620,8
PRV51621,9
PRV51622,103
PRV51623,21
PRV51624,5
PRV51625,7
PRV51626,9
PRV51627,26
PRV51628,6
PRV51629,22
PRV51630,5
PRV51631,6
PRV51632,26
PRV51634,119
PRV51635,29
PRV51636,316
PRV51637,34
PRV51638,4
PRV51639,29
PRV51640,7
PRV51641,14
PRV51642,29
PRV51644,24
PRV51645,5
PRV51647,12
PRV51650,23
PRV51652,64
PRV51653,24
PRV51654,2
PRV51655,3
PRV51656,23
PRV51657,4
PRV51658,5
PRV51660,3
PRV51661,133
PRV51664,10
PRV51665,15
PRV51666,1
PRV51668,38
PRV51669,76
PRV51670,434
PRV51671,39
PRV51672,6
PRV51673,183
PRV51674,4
PRV51675,28
PRV51676,138
PRV51678,65
PRV51679,38
PRV51681,26
PRV51682,16
PRV51685,54
PRV51687,10
PRV51688,9
PRV51689,1
PRV51690,255
PRV51691,87
PRV51692,11
PRV51693,113
PRV51694,26
PRV51695,426
PRV51696,9
PRV51697,62
PRV51698,13
PRV51699,209
PRV51702,10
PRV51703,2
PRV51704,1
PRV51705,1
PRV51706,2
PRV51707,12
PRV51708,4
PRV51709,10
PRV51710,17
PRV51711,1
PRV51712,3
PRV51713,13
PRV51715,12
PRV51716,82
PRV51718,8
PRV51719,4
PRV51720,4
PRV51721,5
PRV51722,1
PRV51723,16
PRV51724,6
PRV51725,4
PRV51726,21
PRV51727,3
PRV51729,19
PRV51731,38
PRV51732,12
PRV51733,2
PRV51734,20
PRV51735,4
PRV51736,21
PRV51737,152
PRV51738,16
PRV51739,74
PRV51740,57
PRV51741,35
PRV51742,13
PRV51743,117
PRV51744,5
PRV51745,13
PRV51746,26
PRV51747,4
PRV51748,17
PRV51749,6
PRV51750,3
PRV51751,2
PRV51752,86
PRV51753,4
PRV51754,9
PRV51755,6
PRV51758,7
PRV51759,13
PRV51761,11
PRV51762,14
PRV51763,11
PRV51764,33
PRV51765,14
PRV51766,23
PRV51767,12
PRV51769,15
PRV51770,15
PRV51771,40
PRV51773,5
PRV51774,3
PRV51775,39
PRV51776,54
PRV51778,3
PRV51779,24
PRV51780,34
PRV51781,24
PRV51784,8
PRV51786,5
PRV51787,3
PRV51788,139
PRV51789,31
PRV51790,76
PRV51792,46
PRV51793,25
PRV51794,11
PRV51795,36
PRV51796,4
PRV51797,5
PRV51798,10
PRV51799,3
PRV51801,20
PRV51802,24
PRV51803,5
PRV51805,3
PRV51806,1
PRV51807,7
PRV51809,27
PRV51810,3
PRV51811,15
PRV51812,1
PRV51813,10
PRV51815,5
PRV51816,7
PRV51818,29
PRV51819,3
PRV51820,5
PRV51821,10
PRV51822,1
PRV51823,11
PRV51824,10
PRV51826,21
PRV51827,18
PRV51828,11
PRV51829,5
PRV51830,6
PRV51831,2
PRV51833,3
PRV51836,1791
PRV51837,104
PRV51838,197
PRV51840,117
PRV51841,56
PRV51842,292
PRV51843,50
PRV51845,45
PRV51846,29
PRV51847,42
PRV51848,57
PRV51849,146
PRV51851,471
PRV51852,19
PRV51855,120
PRV51856,116
PRV51857,57
PRV51858,61
PRV51859,65
PRV51860,776
PRV51861,21
PRV51862,20
PRV51863,73
PRV51864,132
PRV51865,28
PRV51867,102
PRV51868,143
PRV51869,21
PRV51870,54
PRV51871,30
PRV51872,24
PRV51873,144
PRV51874,44
PRV51875,1
PRV51876,61
PRV51877,4
PRV51878,12
PRV51879,104
PRV51884,43
PRV51885,85
PRV51886,17
PRV51887,2
PRV51888,5
PRV51889,4
PRV51890,21
PRV51891,3
PRV51892,5
PRV51894,20
PRV51895,18
PRV51896,5
PRV51897,65
PRV51898,58
PRV51899,23
PRV51901,7
PRV51902,4
PRV51905,257
PRV51906,22
PRV51908,22
PRV51909,16
PRV51910,82
PRV51911,93
PRV51913,1
PRV51914,11
PRV51915,19
PRV51916,42
PRV51917,11
PRV51918,1
PRV51919,6
PRV51920,18
PRV51921,70
PRV51922,24
PRV51923,9
PRV51924,49
PRV51925,4
PRV51926,32
PRV51927,6
PRV51928,30
PRV51929,110
PRV51930,6
PRV51931,46
PRV51932,21
PRV51933,57
PRV51934,110
PRV51935,57
PRV51936,20
PRV51937,90
PRV51938,106
PRV51940,250
PRV51941,27
PRV51942,53
PRV51943,89
PRV51944,123
PRV51946,91
PRV51947,28
PRV51948,514
PRV51949,71
PRV51950,67
PRV51951,101
PRV51952,19
PRV51954,642
PRV51956,14
PRV51957,79
PRV51958,29
PRV51959,749
PRV51960,48
PRV51961,159
PRV51963,54
PRV51964,17
PRV51965,19
PRV51966,3
PRV51967,57
PRV51968,1
PRV51969,42
PRV51970,35
PRV51972,35
PRV51973,74
PRV51974,4
PRV51976,7
PRV51977,1
PRV51978,4
PRV51979,13
PRV51981,5
PRV51983,40
PRV51984,525
PRV51987,2
PRV51988,37
PRV51989,18
PRV51990,89
PRV51991,31
PRV51992,61
PRV51993,2
PRV51994,33
PRV51995,20
PRV51996,41
PRV51998,27
PRV51999,17
PRV52001,1175
PRV52002,188
PRV52003,154
PRV52004,47
PRV52007,18
PRV52008,25
PRV52009,35
PRV52010,7
PRV52011,26
PRV52012,1
PRV52013,62
PRV52014,350
PRV52017,280
PRV52019,1956
PRV52020,605
PRV52021,610
PRV52022,66
PRV52024,2
PRV52025,119
PRV52026,24
PRV52027,181
PRV52028,18
PRV52029,168
PRV52030,2271
PRV52031,125
PRV52032,626
PRV52037,171
PRV52038,259
PRV52039,49
PRV52041,1878
PRV52042,52
PRV52044,78
PRV52045,243
PRV52046,101
PRV52047,24
PRV52048,107
PRV52049,191
PRV52051,89
PRV52052,58
PRV52054,238
PRV52055,203
PRV52056,60
PRV52057,184
PRV52058,203
PRV52059,1284
PRV52061,131
PRV52062,184
PRV52063,791
PRV52064,2834
PRV52065,324
PRV52066,1450
PRV52068,48
PRV52069,88
PRV52071,747
PRV52072,132
PRV52073,62
PRV52074,139
PRV52075,5
PRV52076,220
PRV52077,1154
PRV52079,33
PRV52081,24
PRV52082,8
PRV52084,34
PRV52085,822
PRV52087,55
PRV52088,44
PRV52089,145
PRV52090,303
PRV52092,159
PRV52094,53
PRV52095,38
PRV52097,55
PRV52098,468
PRV52099,90
PRV52100,201
PRV52101,15
PRV52102,15
PRV52104,1186
PRV52105,26
PRV52107,119
PRV52109,247
PRV52111,85
PRV52112,85
PRV52113,120
PRV52114,1264
PRV52115,89
PRV52118,52
PRV52119,52
PRV52120,1231
PRV52121,53
PRV52122,41
PRV52123,256
PRV52124,114
PRV52126,110
PRV52127,15
PRV52128,113
PRV52129,221
PRV52130,93
PRV52131,83
PRV52133,305
PRV52135,261
PRV52136,104
PRV52138,188
PRV52140,19
PRV52141,669
PRV52142,59
PRV52143,17
PRV52144,134
PRV52145,244
PRV52146,39
PRV52147,211
PRV52148,78
PRV52149,180
PRV52150,310
PRV52151,121
PRV52152,88
PRV52154,741
PRV52155,62
PRV52156,123
PRV52157,226
PRV52159,271
PRV52160,53
PRV52161,10
PRV52162,39
PRV52163,62
PRV52165,72
PRV52166,99
PRV52167,80
PRV52168,78
PRV52169,39
PRV52170,43
PRV52171,12
PRV52173,118
PRV52174,4
PRV52175,221
PRV52176,21
PRV52177,39
PRV52178,136
PRV52179,43
PRV52180,60
PRV52181,27
PRV52182,109
PRV52184,21
PRV52185,68
PRV52186,40
PRV52187,27
PRV52188,32
PRV52189,23
PRV52191,28
PRV52192,32
PRV52193,151
PRV52195,10
PRV52196,6
PRV52197,10
PRV52199,10
PRV52200,1
PRV52201,9
PRV52202,50
PRV52204,9
PRV52205,2
PRV52206,5
PRV52208,13
PRV52209,8
PRV52211,129
PRV52212,64
PRV52213,7
PRV52214,47
PRV52216,15
PRV52217,5
PRV52218,7
PRV52219,4
PRV52220,12
PRV52221,1
PRV52222,54
PRV52224,40
PRV52225,6
PRV52226,2
PRV52227,7
PRV52228,8
PRV52229,11
PRV52230,43
PRV52231,6
PRV52232,4
PRV52233,214
PRV52235,2
PRV52236,14
PRV52237,38
PRV52238,11
PRV52240,61
PRV52241,23
PRV52242,31
PRV52246,67
PRV52247,49
PRV52248,24
PRV52249,47
PRV52251,4
PRV52252,26
PRV52253,1
PRV52254,31
PRV52255,10
PRV52256,1
PRV52257,15
PRV52260,63
PRV52261,1
PRV52262,112
PRV52263,3
PRV52264,25
PRV52265,30
PRV52266,37
PRV52267,10
PRV52271,19
PRV52272,8
PRV52273,11
PRV52274,38
PRV52275,101
PRV52276,68
PRV52278,16
PRV52279,83
PRV52280,41
PRV52281,41
PRV52282,6
PRV52283,65
PRV52284,39
PRV52285,19
PRV52286,5
PRV52288,13
PRV52289,4
PRV52290,10
PRV52291,18
PRV52292,25
PRV52293,7
PRV52294,7
PRV52295,5
PRV52296,2
PRV52298,218
PRV52299,597
PRV52300,21
PRV52302,46
PRV52303,392
PRV52304,183
PRV52306,15
PRV52307,175
PRV52308,87
PRV52309,170
PRV52310,449
PRV52311,28
PRV52312,214
PRV52313,502
PRV52314,223
PRV52315,85
PRV52317,25
PRV52318,39
PRV52319,30
PRV52320,366
PRV52321,149
PRV52323,189
PRV52325,130
PRV52326,14
PRV52328,35
PRV52331,61
PRV52332,64
PRV52334,67
PRV52335,241
PRV52336,86
PRV52337,773
PRV52340,1736
PRV52341,134
PRV52342,217
PRV52343,261
PRV52344,130
PRV52346,68
PRV52347,397
PRV52348,66
PRV52349,98
PRV52350,39
PRV52351,425
PRV52352,32
PRV52353,48
PRV52354,66
PRV52355,63
PRV52356,97
PRV52357,105
PRV52358,18
PRV52359,107
PRV52361,157
PRV52362,154
PRV52365,738
PRV52366,215
PRV52367,295
PRV52369,545
PRV52371,72
PRV52372,123
PRV52373,23
PRV52374,227
PRV52377,44
PRV52378,12
PRV52380,4
PRV52381,79
PRV52383,74
PRV52384,33
PRV52385,22
PRV52386,236
PRV52387,63
PRV52389,171
PRV52390,36
PRV52391,22
PRV52392,127
PRV52393,89
PRV52394,118
PRV52395,911
PRV52396,40
PRV52397,8
PRV52398,48
PRV52399,434
PRV52400,231
PRV52401,141
PRV52402,209
PRV52403,216
PRV52404,27
PRV52405,89
PRV52406,63
PRV52407,43
PRV52408,29
PRV52409,16
PRV52410,57
PRV52411,92
PRV52412,63
PRV52414,132
PRV52415,41
PRV52416,42
PRV52417,20
PRV52418,35
PRV52419,111
PRV52420,141
PRV52421,93
PRV52422,58
PRV52423,54
PRV52425,23
PRV52427,18
PRV52431,62
PRV52432,58
PRV52433,85
PRV52434,2
PRV52435,70
PRV52436,44
PRV52437,43
PRV52439,119
PRV52440,12
PRV52441,92
PRV52443,1
PRV52445,5
PRV52446,10
PRV52448,2
PRV52449,6
PRV52450,297
PRV52451,20
PRV52452,274
PRV52453,1
PRV52454,15
PRV52455,76
PRV52456,7
PRV52457,8
PRV52458,1
PRV52459,50
PRV52460,13
PRV52461,7
PRV52462,2
PRV52463,1
PRV52464,2
PRV52466,13
PRV52467,103
PRV52468,21
PRV52469,184
PRV52470,3
PRV52471,8
PRV52472,61
PRV52473,4
PRV52474,37
PRV52476,26
PRV52478,54
PRV52480,30
PRV52482,1
PRV52483,222
PRV52484,13
PRV52485,5
PRV52486,69
PRV52487,177
PRV52488,183
PRV52490,17
PRV52491,63
PRV52492,33
PRV52493,16
PRV52494,1
PRV52495,15
PRV52497,30
PRV52499,156
PRV52500,125
PRV52501,19
PRV52502,119
PRV52503,78
PRV52504,40
PRV52506,13
PRV52507,29
PRV52508,36
PRV52509,63
PRV52510,26
PRV52511,246
PRV52512,30
PRV52513,20
PRV52514,15
PRV52515,17
PRV52517,32
PRV52518,50
PRV52519,100
PRV52520,121
PRV52521,113
PRV52523,3
PRV52525,2
PRV52526,1
PRV52527,160
PRV52528,26
PRV52529,12
PRV52530,10
PRV52531,5
PRV52532,16
PRV52533,43
PRV52535,18
PRV52536,1
PRV52537,1
PRV52539,14
PRV52540,7
PRV52541,5
PRV52542,62
PRV52543,170
PRV52544,6
PRV52545,13
PRV52547,2
PRV52548,15
PRV52549,156
PRV52551,5
PRV52552,55
PRV52553,8
PRV52554,13
PRV52555,7
PRV52556,115
PRV52557,11
PRV52558,492
PRV52559,357
PRV52560,503
PRV52561,278
PRV52562,87
PRV52563,472
PRV52564,21
PRV52565,137
PRV52566,139
PRV52567,66
PRV52568,87
PRV52570,24
PRV52571,508
PRV52572,3
PRV52573,587
PRV52574,259
PRV52575,70
PRV52576,26
PRV52577,8
PRV52578,49
PRV52579,9
PRV52580,38
PRV52581,141
PRV52582,23
PRV52583,208
PRV52584,53
PRV52586,1
PRV52587,137
PRV52588,50
PRV52589,425
PRV52590,207
PRV52591,46
PRV52592,19
PRV52593,582
PRV52596,2
PRV52598,31
PRV52599,272
PRV52602,79
PRV52604,7
PRV52605,999
PRV52606,30
PRV52607,2
PRV52608,1
PRV52609,132
PRV52610,17
PRV52611,16
PRV52614,156
PRV52615,9
PRV52616,15
PRV52617,238
PRV52621,45
PRV52622,7
PRV52623,234
PRV52626,3
PRV52627,4
PRV52628,2093
PRV52629,61
PRV52630,433
PRV52631,1054
PRV52633,376
PRV52634,87
PRV52636,21
PRV52638,1
PRV52639,37
PRV52640,66
PRV52641,97
PRV52642,435
PRV52643,11
PRV52644,31
PRV52645,406
PRV52646,104
PRV52647,75
PRV52648,837
PRV52649,2151
PRV52651,4
PRV52652,737
PRV52653,14
PRV52654,176
PRV52656,771
PRV52657,119
PRV52658,39
PRV52659,24
PRV52660,558
PRV52661,247
PRV52662,19
PRV52663,574
PRV52665,603
PRV52666,39
PRV52667,3
PRV52668,7
PRV52669,1
PRV52670,13
PRV52671,2
PRV52672,3
PRV52673,87
PRV52674,3
PRV52676,39
PRV52677,2
PRV52678,74
PRV52679,53
PRV52681,3
PRV52683,131
PRV52684,210
PRV52686,9
PRV52687,41
PRV52688,58
PRV52689,12
PRV52690,116
PRV52691,17
PRV52692,36
PRV52693,8
PRV52694,2
PRV52695,5
PRV52696,3
PRV52697,5
PRV52698,122
PRV52699,12
PRV52700,30
PRV52701,96
PRV52702,28
PRV52703,4
PRV52704,159
PRV52706,26
PRV52708,31
PRV52709,13
PRV52710,28
PRV52711,28
PRV52713,60
PRV52714,5
PRV52715,3
PRV52717,128
PRV52719,63
PRV52720,50
PRV52721,7
PRV52722,283
PRV52723,179
PRV52724,23
PRV52725,42
PRV52726,2
PRV52727,12
PRV52728,15
PRV52729,2
PRV52731,23
PRV52732,10
PRV52733,1
PRV52736,1
PRV52738,62
PRV52739,53
PRV52740,34
PRV52741,2
PRV52742,6
PRV52743,6
PRV52744,2
PRV52745,156
PRV52746,1
PRV52747,21
PRV52748,10
PRV52750,25
PRV52751,3
PRV52752,2
PRV52753,2
PRV52754,1
PRV52755,11
PRV52756,4
PRV52757,1
PRV52758,4
PRV52760,5
PRV52761,11
PRV52763,1
PRV52764,3
PRV52766,11
PRV52767,4
PRV52768,25
PRV52769,1
PRV52770,7
PRV52771,4
PRV52772,12
PRV52773,2
PRV52774,4
PRV52775,7
PRV52777,2
PRV52778,1
PRV52781,1
PRV52782,10
PRV52783,1
PRV52784,2
PRV52785,1
PRV52786,2
PRV52787,11
PRV52788,400
PRV52789,38
PRV52790,28
PRV52791,1
PRV52792,5
PRV52793,17
PRV52794,1
PRV52795,19
PRV52796,48
PRV52797,1
PRV52798,56
PRV52799,2
PRV52800,8
PRV52801,31
PRV52803,2
PRV52804,1
PRV52806,2
PRV52807,2
PRV52808,5
PRV52810,6
PRV52813,17
PRV52814,2
PRV52815,26
PRV52816,1
PRV52818,39
PRV52820,31
PRV52821,710
PRV52822,135
PRV52823,87
PRV52824,42
PRV52825,22
PRV52826,292
PRV52827,800
PRV52828,43
PRV52829,532
PRV52830,34
PRV52831,31
PRV52832,31
PRV52833,14
PRV52835,57
PRV52836,21
PRV52837,70
PRV52838,83
PRV52839,33
PRV52841,3
PRV52842,444
PRV52843,251
PRV52844,129
PRV52845,231
PRV52846,241
PRV52847,92
PRV52848,25
PRV52849,13
PRV52850,145
PRV52851,37
PRV52853,29
PRV52855,22
PRV52857,458
PRV52858,80
PRV52859,908
PRV52860,393
PRV52861,14
PRV52862,75
PRV52863,52
PRV52864,28
PRV52865,65
PRV52868,110
PRV52869,61
PRV52870,588
PRV52872,107
PRV52873,69
PRV52875,12
PRV52876,73
PRV52877,19
PRV52878,27
PRV52879,120
PRV52880,20
PRV52881,302
PRV52882,40
PRV52884,704
PRV52886,70
PRV52887,529
PRV52889,639
PRV52890,22
PRV52891,19
PRV52892,36
PRV52893,360
PRV52895,81
PRV52896,141
PRV52897,45
PRV52898,114
PRV52899,1
PRV52901,84
PRV52902,45
PRV52903,200
PRV52904,3
PRV52905,130
PRV52907,183
PRV52910,18
PRV52911,5
PRV52912,16
PRV52913,35
PRV52914,59
PRV52916,26
PRV52917,31
PRV52918,22
PRV52919,66
PRV52920,17
PRV52921,46
PRV52922,33
PRV52924,13
PRV52925,4
PRV52926,17
PRV52928,41
PRV52929,35
PRV52930,127
PRV52931,13
PRV52932,40
PRV52933,8
PRV52934,32
PRV52935,278
PRV52936,108
PRV52937,24
PRV52938,3
PRV52940,9
PRV52941,43
PRV52942,43
PRV52943,35
PRV52944,4
PRV52945,46
PRV52948,106
PRV52949,79
PRV52950,116
PRV52951,20
PRV52952,1
PRV52953,85
PRV52954,1
PRV52955,73
PRV52956,18
PRV52957,1
PRV52958,16
PRV52961,5
PRV52962,14
PRV52963,9
PRV52964,91
PRV52966,3
PRV52970,1
PRV52971,3
PRV52972,17
PRV52976,4
PRV52978,5
PRV52979,6
PRV52980,600
PRV52981,368
PRV52982,641
PRV52985,1400
PRV52986,36
PRV52988,310
PRV52989,177
PRV52990,78
PRV52991,59
PRV52993,10
PRV52996,37
PRV52998,33
PRV52999,56
PRV53000,703
PRV53001,150
PRV53002,395
PRV53004,18
PRV53005,50
PRV53007,96
PRV53008,52
PRV53009,37
PRV53013,4
PRV53014,8
PRV53015,8
PRV53016,31
PRV53017,9
PRV53018,41
PRV53019,15
PRV53020,2
PRV53021,28
PRV53024,26
PRV53025,50
PRV53026,26
PRV53027,5
PRV53028,3
PRV53029,16
PRV53031,6
PRV53032,23
PRV53033,2
PRV53034,2
PRV53035,34
PRV53036,122
PRV53037,9
PRV53038,24
PRV53040,14
PRV53042,38
PRV53043,61
PRV53044,66
PRV53045,216
PRV53047,79
PRV53048,7
PRV53049,2
PRV53050,8
PRV53052,8
PRV53054,49
PRV53055,79
PRV53056,35
PRV53057,53
PRV53059,32
PRV53061,1
PRV53062,4
PRV53063,4
PRV53064,34
PRV53065,38
PRV53066,7
PRV53067,16
PRV53069,11
PRV53070,20
PRV53071,28
PRV53072,18
PRV53073,14
PRV53074,178
PRV53075,2
PRV53076,105
PRV53077,124
PRV53078,45
PRV53079,1
PRV53081,9
PRV53083,1
PRV53084,1
PRV53085,2
PRV53086,4
PRV53087,31
PRV53090,178
PRV53091,3
PRV53095,4
PRV53096,129
PRV53099,2
PRV53100,130
PRV53101,8
PRV53102,18
PRV53103,79
PRV53104,80
PRV53106,44
PRV53107,15
PRV53108,48
PRV53109,28
PRV53110,30
PRV53111,33
PRV53113,81
PRV53114,29
PRV53116,44
PRV53117,251
PRV53119,18
PRV53120,65
PRV53121,578
PRV53122,24
PRV53123,131
PRV53124,63
PRV53125,2
PRV53126,34
PRV53127,99
PRV53128,32
PRV53129,46
PRV53131,13
PRV53133,159
PRV53134,10
PRV53135,7
PRV53136,43
PRV53137,30
PRV53138,10
PRV53139,9
PRV53140,21
PRV53141,104
PRV53142,110
PRV53143,12
PRV53144,39
PRV53145,132
PRV53147,18
PRV53148,15
PRV53149,61
PRV53150,13
PRV53151,24
PRV53153,24
PRV53154,52
PRV53156,16
PRV53157,2
PRV53158,7
PRV53159,27
PRV53161,7
PRV53162,5
PRV53163,12
PRV53164,25
PRV53166,23
PRV53167,3
PRV53168,2
PRV53169,4
PRV53171,17
PRV53172,3
PRV53173,43
PRV53174,5
PRV53175,9
